ProductName,Sales,Inventory,Price,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019,QuantityPerYear,TransactionNo,RestockPoint,Rating,Bio
Large Skull Windmill,91,1579,14.48,3.0,0.0,0.0,3.0,3.75,4.333,7.75,1.5,3.5,0.0,1.5,1.0,0.0,2.2563846153846154,2.778,4.0,1.4806680217158954,0
Crochet White Rabbit Keyring,38,765,13.62,0.0,0.0,0.0,3.0,4.0,1.0,24.0,1.0,0.0,0.0,0.0,1.0,0.0,2.6153846153846154,1.167,6.0,2.758393832002293,0
Antique Mid Blue Flower Earrings,5,1199,14.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.38461538461538464,1.0,2.0,5.0,0
Retrospot Lamp,334,1068,30.71,3.133,2.5,1.238,2.214,2.35,1.625,1.786,2.222,1.889,1.714,2.619,1.0,0.0,1.8684615384615384,14.0,3.0,4.530445769508348,0
Kings Choice Giant Tube Matches,743,1238,12.4,7.0,8.286,12.0,8.636,6.75,2.5,6.833,4.25,5.0,4.5,0.0,144.0,0.0,16.134999999999998,6.273,13.0,3.0366082151664937,0
36 Doilies Vintage Christmas,5210,812,11.74,0.0,0.0,0.0,0.0,0.0,0.0,6.5,72.2,53.0,31.28,13.368,8.5,0.0,14.219076923076923,31.667,30.0,5.0,1
Ant Silver Turquoise Boudicca Ring,6,1097,13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.46153846153846156,1.0,6.0,4.321848964197377,0
Box Of 9 Pebble Candles,486,1362,14.48,4.143,3.062,3.375,6.364,2.889,9.692,4.333,4.182,6.0,3.8,2.667,1.667,0.0,4.0133846153846156,8.833,5.0,3.849590125056543,0
Christmas Card Stack Of Presents,816,358,10.44,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,28.0,24.667,18.0,0.0,9.359,6.0,24.0,3.163504174564328,1
Black Wine Glass,1672,920,10.65,9.0,0.0,2.0,30.0,57.273,465.0,2.0,0.0,0.0,0.0,6.0,18.0,0.0,45.32869230769231,2.75,87.0,3.777316505738428,0
Soft Pink Rose Towel,273,241,15.02,2.125,3.091,2.3,2.308,1.8,2.231,2.0,1.786,1.5,0.0,3.0,1.0,0.0,1.7800769230769231,11.273,3.0,3.486661687412326,1
36 Pencils Tube Woodland,1741,1222,13.27,4.933,8.571,6.875,9.0,14.308,14.0,9.45,6.286,15.964,7.517,5.25,36.5,0.0,10.665692307692307,16.0,10.0,4.585959421107807,0
Rose Scent Candle Jewelled Drawer,531,1700,14.61,2.25,2.4,4.0,3.2,3.0,0.0,2.0,2.0,4.75,2.5,104.0,2.0,0.0,10.161538461538461,4.0,14.0,4.108848805247127,0
White/Pink Chick Easter Decoration,37,580,11.12,0.0,5.0,1.667,6.0,2.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2564615384615385,2.2,4.0,3.646648170983607,0
Pink Flowers Rabbit Easter,21,1491,12.25,0.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1538461538461537,1.25,5.0,5.0,0
Pink Stocking Christmas Decoration,226,940,10.64,1.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,12.0,17.429,6.2,9.0,0.0,5.817615384615385,2.714,14.0,2.9156164798679374,0
Army Camo Bookcover Tape,17,182,10.68,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.3076923076923077,1.0,4.0,4.540592594104838,0
Spots On Red Bookcover Tape,16,1387,10.68,4.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0384615384615385,1.25,3.0,3.68820973991112,0
Blue Voile Lampshade,86,1492,13.27,0.0,6.0,6.0,6.0,0.0,6.0,0.0,2.0,33.333,0.0,4.0,4.0,0.0,5.179461538461538,1.25,14.0,2.9968293093547134,0
Zinc Heart Lattice Charger Small,21,1749,13.27,4.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.6153846153846154,1.0,3.0,5.0,0
Daisy Folkart Heart Decoration,96,525,11.53,0.0,1.0,10.5,2.667,0.0,2.0,6.0,4.0,0.0,2.0,10.5,4.0,0.0,3.2820769230769233,1.889,6.0,3.4064974297435207,0
Pink Strawberry Handbag,60,335,13.27,2.0,0.0,1.25,1.333,1.6,2.0,1.556,0.0,0.0,0.0,6.0,1.0,0.0,1.2876153846153846,4.25,2.0,4.201427084260492,0
Picnic Basket Wicker Large,1607,423,20.45,1.438,3.304,3.344,2.12,2.753,6.621,2.469,4.512,2.059,1.143,6.429,5.333,0.0,3.194230769230769,38.833,4.0,3.4862419665156485,0
Purple Enamel+Glass Hair Comb,84,17,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,6.0,40.0,0.0,5.461538461538462,1.25,18.0,4.441536225063135,0
Easter Bunny With Basket On Back,108,737,10.92,0.0,3.2,4.167,7.667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,1.9641538461538461,4.2,6.0,5.0,0
15 Pink Fluffy Chicks In Box,10,1786,13.27,0.0,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4230769230769231,1.75,2.0,4.730236405173841,1
Set/3 Pot Plant Candles,68,96,15.84,1.0,2.0,2.333,1.286,2.5,0.0,1.0,4.0,2.0,2.667,6.5,2.0,0.0,2.098923076923077,3.273,3.0,3.5448878684994902,1
Multicolour Rabbit Egg Warmer,319,1910,11.12,1.0,3.75,1.0,5.706,3.952,1.0,2.0,11.0,1.0,7.0,2.5,2.0,0.0,3.223692307692308,5.833,5.0,5.0,1
Set Of 6 Kashmir Folkart Baubles,711,1811,11.94,2.8,0.0,0.0,0.0,1.333,1.0,12.941,10.833,2.5,0.0,5.625,2.0,0.0,3.0024615384615387,10.875,10.0,4.163992885452964,0
Cinderella Chandelier,221,1684,20.5,0.0,0.0,0.0,0.0,1.0,1.6,2.5,1.4,1.667,1.8,20.429,54.0,0.0,6.492,4.125,9.0,2.8407115518212587,1
Green Murano Twist Necklace,11,1993,20.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.5,1.0,0.0,0.6538461538461539,1.333,2.0,4.0209120387400255,0
Diamante Necklace Purple,7,912,17.94,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.5,0.0,0.5,1.25,2.0,4.628943906053416,0
Jet Black Las Vegas Necklace 45cm,9,1479,16.35,1.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4423076923076923,1.75,2.0,4.931885189421507,0
5 Strand Glass Necklace Black,11,619,16.76,1.5,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.7307692307692307,1.2,2.0,4.285405247010307,0
Ruby Glass Cluster Necklace,2,1848,17.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.15384615384615385,1.0,2.0,3.806862044221278,1
White Vint Art Deco Crystal Necklac,12,233,18.96,0.0,0.0,1.5,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.7307692307692307,1.333,2.0,5.0,1
Black Vint Art Dec Crystal Necklace,9,731,18.96,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.5,0.0,0.5769230769230769,1.2,2.0,4.407850018206602,0
Classic Diamante Necklace Jet,3,737,17.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.19230769230769232,1.5,2.0,3.3399180616220034,0
18pc Wooden Cutlery Set Disposable,567,1166,12.77,0.0,0.0,0.0,0.0,0.0,0.0,11.545,21.312,7.2,8.5,3.0,1.0,0.0,4.042846153846154,7.167,14.0,4.034407135884243,0
Candy Spot Egg Warmer Hare,708,1856,11.1,1.0,4.667,10.25,17.652,5.043,4.667,4.25,1.5,3.25,2.2,3.556,11.0,0.0,5.310384615384615,7.417,9.0,3.806047446108021,0
Blue Polkadot Beaker,2844,33,10.65,0.0,0.0,0.0,33.091,31.375,30.091,30.25,31.667,39.417,0.0,5.4,4.0,0.0,15.791615384615387,11.75,31.0,3.913847576424293,0
French Style Storage Jar Bonbons,2338,253,10.55,0.0,0.0,0.0,8.0,0.0,0.0,40.0,35.2,44.688,33.9,15.0,5.0,0.0,13.983692307692309,11.286,31.0,3.979971266085348,0
Blue Stones On Wire For Candle,404,1085,10.33,0.0,0.0,3.0,24.0,5.0,24.0,24.0,24.0,6.0,22.333,4.333,96.0,0.0,17.897384615384617,2.0,21.0,4.266671973756908,0
Ubo-Light Triobase Purple,5,1903,11.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.2692307692307692,1.5,2.0,4.151021785582477,0
Ocean Scent Candle In Jewelled Box,1028,420,11.27,5.474,9.444,3.0,4.25,1.571,6.333,4.25,3.5,5.4,4.4,79.3,65.4,0.0,14.794,7.333,20.0,4.101685664124394,1
Silver Rococo Candle Stick,146,983,16.35,14.4,12.0,1.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.030769230769231,2.125,8.0,3.59701062615222,0
Green Christmas Tree String 20light,42,1222,15.32,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,1.0,2.0,0.0,1.9230769230769231,1.714,5.0,4.344664237612885,0
Drawer Knob Crackle Glaze Blue,1375,46,11.94,0.0,0.0,0.0,0.0,0.0,0.0,12.759,9.026,7.606,13.667,3.538,1.5,0.0,3.6996923076923074,23.667,10.0,4.912643805137696,0
3d Sheet Of Cat Stickers,260,908,11.12,2.81,5.667,2.6,5.143,6.5,2.0,2.0,1.0,6.5,2.333,1.857,1.0,0.0,3.031538461538461,6.417,4.0,4.205182607214215,0
A4 Wall Tidy Red Flowers,13,160,10.79,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.6923076923076923,1.333,4.0,3.1480960229744497,0
A4 Wall Tidy Blue Office,127,1918,10.79,5.333,1.0,0.0,0.0,26.0,1.0,48.0,1.0,2.0,0.0,5.0,1.0,0.0,6.9486923076923075,1.333,13.0,3.9175385011152426,0
Scandinavian 3 Hearts Napkin Ring,1932,1311,11.92,7.25,24.0,5.667,14.778,7.545,10.667,25.333,15.818,13.083,14.407,21.583,8.0,0.0,12.933153846153846,10.333,16.0,2.497374404833508,0
New Baroque Large Necklace Blk/Whit,16,1942,18.78,1.0,1.0,1.0,1.167,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.6282307692307693,2.0,2.0,5.0,0
Vintage Red Kitchen Cabinet,60,597,594.5,1.625,1.7,1.0,1.5,1.6,1.333,1.667,1.5,1.5,1.5,1.5,1.0,0.0,1.3403846153846155,3.833,2.0,3.6748502344519873,1
Pink Heart Shape Egg Frying Pan,3234,1958,11.53,22.744,7.846,10.19,6.733,16.364,14.375,5.625,25.1,15.231,4.154,10.607,46.0,0.0,14.228384615384615,22.083,11.0,2.401724075832784,0
Folk Art Metal Heart T-Light Holder,163,648,10.45,12.0,0.0,0.0,0.0,0.0,0.0,14.0,4.333,12.0,4.2,9.5,13.0,0.0,5.3102307692307695,2.714,9.0,5.0,0
Acrylic Jewel Icicle Blue,31,1222,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,1.0,0.0,2.3846153846153846,1.0,11.0,4.209489990663497,0
Light Decoration Battery Operated,2,814,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.15384615384615385,1.0,2.0,3.486222839194322,0
Red Retrospot Butter Dish,975,1506,15.32,3.481,2.273,2.478,3.464,3.059,3.483,3.143,5.3,5.375,5.783,5.867,1.0,0.0,3.4389230769230767,21.583,4.0,4.216379977955098,1
Ivy Heart Wreath,18,1101,17.17,2.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.3489230769230769,4.0,2.0,3.4585289067904377,0
S/2 Zinc Heart Design Planters,40,860,20.45,0.0,1.0,1.5,1.0,1.0,1.0,2.5,1.333,1.6,1.0,1.5,1.0,0.0,1.1102307692307691,2.636,2.0,4.5671011289783525,0
Blue Owl Soft Toy,513,1671,13.27,1.6,5.333,3.875,3.562,5.5,3.5,2.857,3.0,4.0,4.545,7.1,0.0,0.0,3.4516923076923076,10.909,5.0,2.774815354169468,0
Christmas Decoupage Candle,1845,133,11.92,10.538,1.333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,21.55,32.65,0.0,0.0,5.313153846153846,11.286,27.0,3.0910860667787903,1
Vintage Billboard Drink Me Mug,995,1730,12.77,5.721,6.636,5.706,5.211,3.083,4.5,3.444,1.857,4.571,7.125,7.421,0.0,0.0,4.2519230769230765,16.455,6.0,2.918261628851047,0
Vintage Caravan Greeting Card,1464,1343,11.1,7.7,10.5,9.2,15.167,12.167,13.308,12.267,9.267,8.769,9.9,1.0,0.0,0.0,8.403461538461539,12.545,11.0,5.0,0
Set 10 Cards Triangle Icons 17220,1,33,13.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07692307692307693,1.0,1.0,3.1123281924106774,0
Set 10 Cards Christmas Bauble 16954,1,1699,13.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07692307692307693,1.0,1.0,2.90381203578118,0
Yellow/Pink Ceramic Candle Holder,6,896,13.62,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.46153846153846156,1.0,2.0,4.9351845462779735,1
Gardenia 1 Wick Morris Boxed Candle,225,442,18.75,2.25,2.25,6.714,1.25,4.4,3.5,1.714,1.143,1.75,2.333,4.048,1.0,0.0,2.488615384615385,6.0,4.0,4.889853504638868,1
Antique Raspberry Flower Earrings,5,1354,14.5,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38461538461538464,1.0,2.0,4.093699632965538,1
Black Diamante Expandable Ring,26,331,14.5,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.667,3.5,0.0,0.0,1.1666923076923077,2.6,4.0,4.593897036536024,0
Pink Enamel+Glass Hair Comb,263,522,12.37,2.125,1.667,36.0,1.333,1.5,0.0,9.2,1.0,47.0,2.5,2.333,0.0,0.0,8.050615384615385,3.2,11.0,4.791696381722071,0
Bread Bin Diner Style Pink,324,1012,25.57,2.833,2.267,3.333,2.312,1.182,4.533,2.412,1.875,2.0,1.857,1.7,0.0,0.0,2.0233846153846153,12.455,3.0,4.079884796318874,0
White/Pink Chick Decoration,252,1731,11.53,0.0,3.333,3.8,10.429,4.0,0.0,72.0,1.0,0.0,0.0,36.5,0.0,0.0,10.08169230769231,2.857,13.0,4.561228330508455,0
Felt Farm Animal Sheep,373,241,11.53,72.5,6.318,5.0,5.8,3.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,7.662923076923077,6.286,6.0,3.4272863343880484,0
Christmas Tree Decoration With Bell,1251,1767,10.68,16.406,7.233,3.25,0.0,5.333,3.0,2.571,1.571,9.091,15.591,6.25,0.0,0.0,5.407384615384615,12.6,9.0,4.607601116990701,1
Enamel Pink Coffee Container,634,835,11.1,3.5,3.0,1.8,9.625,10.75,8.8,13.333,11.375,6.5,5.6,6.8,0.0,0.0,6.237153846153845,7.0,9.0,5.0,1
Green Geisha Girl,46,826,14.09,1.6,1.5,0.0,0.0,1.5,0.0,0.0,0.0,2.5,1.0,2.5,0.0,0.0,0.8153846153846154,4.667,2.0,5.0,0
Blue Hole Punch,13,1925,11.53,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.333,0.0,0.0,0.641,1.4,2.0,4.4147998067617324,0
Beaded Pearl Heart White On Stick,996,1148,11.53,7.6,6.474,6.933,5.316,11.889,15.875,7.167,7.737,4.0,0.0,3.0,0.0,0.0,5.845461538461539,12.2,9.0,3.2842425281531624,0
Danish Rose Photo Frame,1424,1459,11.06,22.3,11.333,7.667,6.0,5.875,12.111,3.0,12.5,24.389,17.0,3.625,0.0,0.0,9.676923076923076,9.727,14.0,3.8340781005204208,0
Pink Metal Chicken Heart,717,1402,11.78,22.444,3.333,9.1,13.818,3.857,1.125,2.0,1.5,2.0,0.0,3.0,24.0,0.0,6.629,8.909,7.0,4.467942754990064,0
Ant Silver Fuschia Boudicca Ring,14,184,13.27,2.0,0.0,2.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8076923076923077,1.4,2.0,3.803228855168908,1
Ant Silver Purple Boudicca Ring,10,420,13.27,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,1.667,3.0,2.572059376276353,0
Pink Murano Twist Necklace,8,1389,20.45,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,1.2,2.0,3.397370384439797,1
Blue Giant Garden Thermometer,450,1455,16.35,1.875,2.154,1.923,3.3,2.042,3.07,1.75,3.5,2.0,2.312,2.188,0.0,0.0,2.0087692307692304,17.182,3.0,4.079569259124684,0
Do Not Touch My Stuff Door Hanger,1201,479,10.65,2.0,2.2,3.75,2.667,2.833,7.5,2.167,14.3,16.167,10.714,8.724,0.0,0.0,5.617076923076923,12.455,10.0,3.717882445563493,0
S/12 Vanilla Botanical T-Lights,227,35,13.27,3.667,3.75,6.5,5.2,4.75,6.333,1.5,1.0,2.0,0.0,13.5,0.0,0.0,3.707692307692308,4.2,6.0,2.7806079305833737,0
Chocolate 3 Wick Morris Box Candle,621,20,11.53,23.111,4.261,1.0,1.0,2.0,0.0,2.5,1.4,1.0,1.75,5.188,0.0,0.0,3.323846153846154,7.2,4.0,2.931710380264577,0
School Desk And Chair,19,1002,76.88,1.0,1.4,1.0,0.0,0.0,0.0,1.333,0.0,1.5,4.0,1.0,0.0,0.0,0.8640769230769231,2.143,2.0,4.493578037154462,0
Pair Padded Hangers Pink Check,112,197,14.09,1.8,1.571,1.75,6.5,2.5,3.5,1.333,1.4,2.5,0.0,2.0,0.0,0.0,1.9118461538461538,4.3,3.0,5.0,0
Silver/Mop Pendant Orbit Necklace,17,450,14.61,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,1.3076923076923077,1.0,3.0,2.8620402355641628,0
Ivory Shell Heart Necklace,21,1253,13.46,4.0,1.0,1.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.4230769230769231,1.333,3.0,4.239262636129289,0
Gold Mop Orbit Necklace,17,142,13.27,1.0,1.0,1.0,1.5,0.0,1.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6923076923076923,1.875,2.0,4.438711550360189,0
Pink Padded Mobile,135,611,14.61,6.5,2.75,4.75,4.6,2.375,4.0,3.8,1.667,1.0,0.0,1.4,0.0,0.0,2.5263076923076926,4.3,3.0,4.312081191130538,0
Marie Antoinette Trinket Box Silver,334,52,11.27,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.5,34.091,0.0,0.0,3.199307692307692,5.333,13.0,4.409137176614252,0
Marie Antoinette Trinket Box Gold,319,1686,11.27,0.0,0.0,0.0,0.0,1.0,7.75,1.0,0.0,1.0,1.5,31.545,0.0,0.0,3.368846153846154,4.667,15.0,4.417071905638778,0
Etched Glass Coaster,1618,1080,12.77,20.6,4.0,6.0,10.0,31.1,35.909,35.214,16.4,16.0,5.333,7.333,0.0,0.0,14.453000000000001,6.636,23.0,5.0,0
Grey Floral Feltcraft Shoulder Bag,266,690,17.9,2.775,4.273,2.6,3.143,3.25,4.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6800769230769232,12.0,4.0,3.5569045787267304,0
Gardenia 3 Wick Morris Boxed Candle,281,271,11.53,1.478,1.667,2.75,0.0,3.2,1.0,1.167,2.4,2.667,3.5,5.133,0.0,0.0,1.920153846153846,9.2,4.0,3.8694177589664505,1
Feltcraft Cushion Butterfly,2765,1992,14.09,4.145,8.593,11.2,11.233,3.391,4.194,5.238,6.652,13.556,5.321,24.31,0.0,0.0,7.525615384615384,32.545,10.0,2.472208406961289,0
Botanical Lily Gift Wrap,250,1159,10.68,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,43.75,25.0,0.0,0.0,11.057692307692308,1.6,35.0,3.362309829704488,0
Classic French Style Basket Natural,522,1412,14.3,1.0,5.333,1.667,1.667,3.4,7.0,6.409,3.75,4.538,3.25,6.636,0.0,0.0,3.4346153846153844,9.818,6.0,4.502729293381486,0
Woodland Storage Box Large,346,347,13.27,3.5,15.0,2.9,3.75,3.1,1.0,5.231,4.667,3.25,3.5,6.833,0.0,0.0,4.056230769230769,6.818,5.0,5.0,1
Red Retrospot Washbag,79,1664,12.4,3.0,1.5,3.125,1.333,1.0,1.0,2.25,0.0,0.0,0.0,3.0,0.0,0.0,1.2467692307692306,4.375,3.0,3.216998641616396,0
Elephant Carnival Pouffe,63,1841,25.57,1.143,1.333,1.0,1.0,1.0,1.25,1.4,2.0,2.25,1.5,1.0,0.0,0.0,1.1443076923076922,4.273,2.0,5.0,0
Mirror Mosaic T-Light Holder Round,1260,1946,10.65,0.0,1.0,18.4,1.0,4.0,5.5,37.0,6.0,13.8,0.0,208.571,0.0,0.0,22.713153846153848,3.444,57.0,4.718060121148824,0
Assorted Easter Gift Tags,1159,800,11.12,20.333,22.182,18.706,15.107,29.667,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,9.999615384615385,9.143,18.0,4.169931448600518,0
First Class Holiday Purse,31,184,16.18,1.0,2.0,1.25,0.0,1.5,0.0,2.0,1.5,0.0,0.0,1.5,0.0,0.0,0.8269230769230769,2.857,2.0,4.197928724925911,0
Blue Circles Design Monkey Doll,66,210,12.86,1.333,2.0,0.0,1.333,2.667,2.2,3.143,3.0,2.0,0.0,5.0,0.0,0.0,1.7443076923076926,3.444,3.0,4.43120498310553,1
Rose Du Sud Drawstring Bag,125,785,14.61,2.286,1.783,1.818,1.786,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.1286923076923077,8.25,2.0,3.474697871142358,0
Green Juicy Fruit Photo Frame,94,1515,12.86,3.167,2.25,2.2,1.667,2.0,2.333,1.0,2.0,0.0,2.4,1.0,0.0,0.0,1.5397692307692308,3.9,3.0,4.667528140452807,0
Vintage Keepsake Box Travelogue,82,939,16.76,1.333,1.5,1.5,1.5,1.667,2.0,1.583,1.316,1.6,0.0,1.0,0.0,0.0,1.1537692307692309,5.6,2.0,2.4492429447361825,0
Vintage Notebook Travelogue,38,201,13.27,0.0,6.5,0.0,0.0,0.0,0.0,2.0,2.667,0.0,0.0,5.0,0.0,0.0,1.2436153846153848,3.75,3.0,5.0,0
Folding Shoe Tidy,3,705,13.27,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23076923076923078,1.0,2.0,4.008869730529432,0
Mop Pendant Shell Necklace,10,658,15.32,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5384615384615384,1.333,3.0,3.050531088410386,0
Bread Bin Diner Style Mint,325,918,27.62,2.455,2.25,2.35,2.412,2.091,4.0,1.889,1.0,2.0,0.0,1.0,0.0,0.0,1.6497692307692307,13.9,3.0,3.785260052916987,0
Large Deco Jewellery Stand,274,545,23.06,0.0,0.0,0.0,0.0,2.143,2.188,2.2,4.929,2.091,4.417,1.222,1.0,0.0,1.5530769230769235,12.625,3.0,4.64952247048141,0
Amber Chunky Glass+Bead Necklace,8,1889,22.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3076923076923077,2.0,1.0,4.731083280954381,0
Metal Rabbit Ladder Easter,74,1511,11.12,0.0,0.0,4.4,3.286,5.667,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,2.257923076923077,3.4,5.0,4.512967674265719,0
Bunny Egg Garland,528,1343,10.68,0.0,5.25,5.214,7.552,6.952,0.0,0.0,10.5,0.0,2.0,24.0,0.0,0.0,4.728307692307692,11.429,7.0,5.0,0
Wrap Christmas Screen Print,1075,559,10.44,34.091,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,32.143,29.688,0.0,0.0,9.301692307692308,8.75,31.0,3.022694398174662,0
Dinosaur Keyrings Assorted,6873,1074,10.47,15.941,41.5,26.25,36.875,80.556,32.714,42.591,39.955,39.286,26.062,53.5,0.0,0.0,33.47923076923077,16.545,41.0,3.17351346130572,0
Purple/Copper Hanging Lampshade,22,879,11.12,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,1.1538461538461537,2.0,3.0,4.786116719660681,0
Cosy Slipper Shoes Small Red,48,479,13.27,2.214,2.0,2.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.978,3.125,2.0,4.623820481831232,0
Small Kitchen Flower Pots Plaque,50,1417,17.37,1.0,1.4,1.0,1.8,1.667,1.125,1.333,1.0,1.0,0.0,1.0,0.0,0.0,0.948076923076923,3.7,2.0,3.6101293656091937,1
Vintage Bead Pink Jewel Box,4,1518,14.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.19230769230769232,1.5,2.0,3.574764116476012,0
Baroque Butterfly Earrings Crystal,4,790,14.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.23076923076923078,1.333,1.0,5.0,0
Antique Opal White Flower Earrings,5,744,14.61,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3076923076923077,1.25,1.0,3.090236980455942,0
"Flower Glass Garld Neckl36""Amethyst",14,1081,18.4,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.667,0.0,1.0,0.0,0.0,0.7436153846153846,1.375,2.0,5.0,1
Condiment Tray 4 Bowls And 4 Spoons,37,1176,20.45,1.0,1.0,0.0,1.0,1.5,2.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.8461538461538461,3.0,2.0,4.688209335744257,0
Steel Sweetheart Round Table Cream,41,94,25.57,0.0,1.0,1.0,1.0,1.667,2.333,1.75,1.0,2.0,0.0,1.5,0.0,0.0,1.0192307692307692,2.667,2.0,4.1835453752987775,0
Cream And Pink Flowers Pony,11,1346,14.09,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.7307692307692307,1.25,3.0,2.8079907734742147,1
Amber Glass Tassle Bag Charm,14,1007,13.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,4.0,0.0,0.0,0.5769230769230769,1.75,3.0,4.698154273478382,1
Silver Lariat Black Stone Earrings,16,1587,14.61,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,0.8076923076923077,1.667,2.0,3.0624516969909616,0
