ProductName,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019
Small Hanging Glass+Zinc Lantern,12.0,4.667,0.0,2.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Hanging Ivory/Red Wood Bird,12.12,5.381,10.556,7.6,2.75,3.286,19.167,4.9,5.5,9.208,14.111,10.976,12.19
Small Heart Flowers Hook,11.636,8.667,13.267,11.263,12.273,7.85,16.167,9.118,7.667,9.118,7.1,7.154,12.429
Small Heart Measuring Spoons,5.849,5.091,4.37,5.864,6.864,6.0,3.889,3.542,6.35,5.382,11.306,5.986,6.778
Small Ivory Heart Wall Organiser,0.0,0.0,0.0,0.0,3.0,4.074,2.143,2.533,6.333,5.76,14.84,8.68,1.5
Small Kitchen Flower Pots Plaque,1.0,1.4,1.0,1.8,1.667,1.125,1.333,1.0,1.0,0.0,1.0,0.0,0.0
Small Licorice Des Pink Bowl,6.0,5.0,4.0,6.8,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Marshmallows Pink Bowl,11.1,6.548,4.286,5.211,16.0,9.848,8.549,7.618,5.857,6.788,7.37,8.232,6.81
Small Medina Stamped Metal Bowl,12.429,12.0,181.0,2.0,2.0,12.0,16.333,12.0,28.75,3.4,6.4,4.545,6.5
Small Parisienne Heart Photo Frame,0.0,0.0,0.0,0.0,0.0,5.938,5.286,5.833,5.263,17.867,3.533,3.929,5.0
Small Parlour Picture Frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.231,5.111,4.2
Small Pink Glass Sundae Dish,24.833,50.167,12.5,3.667,21.565,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Pink Magic Christmas Tree,4.357,0.0,0.0,0.0,1.0,0.0,0.0,36.667,24.0,32.222,10.7,4.0,0.0
Small Polkadot Chocolate Gift Bag,13.7,16.0,32.5,11.0,16.0,7.0,26.667,36.25,11.0,16.333,16.0,12.375,0.0
Small Pop Box Funky Monkey,2.667,2.85,4.0,6.0,11.5,9.5,2.667,1.667,9.286,1.5,2.737,2.259,4.375
Small Purple Babushka Notebook,2.946,4.692,11.636,7.3,12.6,10.467,5.0,5.733,3.583,4.2,2.13,4.533,13.543
Small Red Babushka Notebook,3.343,4.5,11.167,6.667,10.933,21.333,3.154,4.933,5.2,6.0,3.192,3.793,16.211
Small Red Retrospot Mug In Box,5.75,3.6,1.5,2.429,3.0,6.0,13.5,4.2,12.429,5.4,4.615,24.212,1.6
Small Red Retrospot Windmill,4.857,8.417,11.067,19.842,14.971,16.091,8.938,12.32,20.957,3.8,4.125,8.667,0.0
Small Regal Silver Candlepot,6.2,1.0,0.0,6.0,6.0,3.5,6.0,66.0,0.0,2.667,6.0,6.4,6.0
Small Round Cut Glass Candlestick,2.0,2.273,4.0,2.0,1.667,5.667,4.0,0.0,0.0,10.0,10.0,9.2,0.0
Small Silver Flower Candle Pot,6.0,4.0,4.5,8.6,10.0,6.0,6.0,6.0,6.2,6.0,9.571,6.111,1.0
Small Silver Trellis Candlepot,4.571,5.0,6.667,6.25,9.0,6.0,12.0,9.0,6.0,6.5,7.0,7.0,0.0
Small Single Flame Candle Holder,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0
Small Skull Windmill,1.0,9.333,9.8,8.75,9.0,12.833,9.8,6.333,10.0,1.0,2.5,4.667,0.0
Small Square Cut Glass Candlestick,2.5,6.0,2.667,3.0,4.0,4.0,4.0,2.0,4.0,7.667,4.0,2.778,2.333
Small Stripes Chocolate Gift Bag,14.667,200.0,0.0,8.5,0.0,17.667,0.0,16.0,16.0,13.857,0.0,16.0,96.0
Small Tahiti Beach Bag,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Tall Camphor Wood Toadstool,6.0,4.0,4.0,6.0,3.5,4.667,6.0,2.0,1.0,0.0,4.2,2.667,5.0
Small White Heart Of Wicker,0.0,0.0,0.0,0.0,0.0,0.0,5.049,5.784,8.857,8.897,6.655,8.402,4.425
Small White Retrospot Mug In Box,2.3,2.333,1.333,4.0,3.857,1.0,4.0,1.0,2.667,6.857,3.538,31.64,1.8
Small White/Pink Rose Art Flower,0.0,6.0,4.667,2.5,0.0,36.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0
Small Yellow Babushka Notebook,2.625,5.417,4.5,6.143,4.214,8.727,3.714,3.812,5.375,3.625,1.8,3.549,8.69
Small Zinc Heart Wall Organiser,0.0,0.0,0.0,0.0,4.0,17.5,52.375,102.25,7.25,73.167,2.5,1.0,9.5
Small Zinc/Glass Candleholder,0.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,3.0,0.0,0.0,4.5,2.0
Smallfolkart Bauble Christmas Dec,19.0,17.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smokey Grey Colour Glass,4.0,0.0,12.0,32.0,12.2,6.0,29.5,14.0,24.0,8.0,11.6,17.143,18.0
Snack Tray Happy Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.909,4.933
Snack Tray I Love London,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,5.56
Snack Tray Paisley Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.222,6.0
Snack Tray Red Gingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,4.556
Snack Tray Red Vintage Doily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.267
Snowflake Portable Table Light,3.385,0.0,6.0,2.0,0.0,0.0,0.0,1.5,5.0,3.214,4.05,4.456,0.0
Snowstorm Photo Frame Fridge Magnet,6.182,12.0,16.5,10.375,5.333,10.0,33.333,5.4,1.0,9.833,6.4,15.222,0.0
Soap Dish Brocante,5.588,4.6,12.5,8.133,4.571,11.143,7.062,3.2,2.167,4.667,2.0,4.583,4.5
Soft Pink Rose Towel,2.125,3.091,2.3,2.308,1.8,2.231,2.0,1.786,1.5,0.0,3.0,1.0,0.0
Soldiers Egg Cup,13.488,15.109,17.833,23.667,7.0,0.0,70.706,59.667,31.212,19.474,17.114,14.625,18.083
Sombrero,81.0,12.667,6.0,70.0,10.5,104.167,73.846,3.75,250.6,6.0,135.667,4.0,70.0
Space Cadet Black,3.0,1.5,3.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0
Space Cadet Red,2.833,1.6,0.0,0.0,10.0,10.667,10.0,1.333,10.0,1.0,1.333,5.4,0.0
Space Cadet White,5.5,2.5,0.0,1.0,0.0,11.0,1.0,2.0,0.0,1.0,1.0,2.714,0.0
Space Frog,3.5,2.476,4.0,5.0,0.0,5.5,16.0,1.0,2.0,1.0,1.5,1.8,1.333
Space Owl,2.8,3.5,0.0,10.0,0.0,5.5,10.5,1.0,3.75,0.0,3.0,3.562,1.4
Spaceboy Baby Gift Set,0.0,0.0,0.0,5.333,2.389,2.632,2.062,1.5,2.143,2.81,2.857,2.1,1.077
Spaceboy Beaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.273,18.82,24.0,14.5,6.878,3.75
Spaceboy Birthday Card,11.645,16.698,25.697,19.73,16.182,15.783,13.225,9.436,15.471,14.589,21.769,10.4,19.158
Spaceboy Childrens Bowl,0.0,0.0,0.0,0.0,0.0,0.0,13.95,7.639,12.812,12.583,11.182,10.391,13.071
Spaceboy Childrens Cup,0.0,0.0,0.0,0.0,0.0,0.0,14.8,6.465,14.156,12.03,8.472,6.62,8.938
Spaceboy Childrens Egg Cup,5.231,9.706,8.429,8.333,6.333,6.727,11.625,4.429,9.556,4.111,4.688,4.0,2.0
Spaceboy Gift Wrap,25.0,25.0,31.818,32.143,23.231,25.0,30.263,38.235,27.5,27.5,44.565,33.654,25.0
Spaceboy Lunch Box,12.081,20.643,23.346,25.169,10.102,15.625,13.386,7.877,23.487,11.988,12.458,13.44,11.595
Spaceboy Mini Backpack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.877,6.225,4.338,2.476
Spaceboy Rocket Lolly Makers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.389,6.594,3.309,5.357
Spaceboy Tv Dinner Tray,3.0,3.273,2.091,1.857,1.25,1.857,1.714,2.0,1.5,1.5,1.769,2.095,4.188
Spots On Red Bookcover Tape,4.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Spotted White Natural Seed Necklace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.5,0.0,6.0,0.0
Spotty Bunting,0.0,0.0,0.0,0.0,0.0,7.397,6.897,9.242,8.813,6.6,5.221,7.707,3.943
Spotty Pink Duck Doorstop,1.647,1.0,2.0,2.0,1.333,1.8,2.5,1.6,2.375,2.0,1.769,1.812,5.684
Sprig Lavender Artificial Flower,48.0,21.5,14.667,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Square Cherry Blossom Cabinet,4.667,0.0,0.0,4.667,6.0,10.667,14.0,3.0,10.0,4.0,0.0,3.0,0.0
Square Floor Cushion Vintage Red,1.0,1.0,6.0,1.0,1.0,1.5,4.0,1.5,1.5,1.0,2.8,1.571,1.0
Square Metal Candleholder Base,0.0,0.0,12.0,0.0,24.0,0.0,0.0,1.0,2.0,0.0,6.0,2.333,0.0
Square Mini Portrait Frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.769,5.062,4.556
Squarecushion Cover Pink Union Jack,2.0,2.143,2.5,3.0,1.333,0.0,2.0,1.889,1.0,2.5,1.286,1.0,13.667
St George Set Of 10 Party Lights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
St Tropez Necklace,1.0,1.0,1.5,1.0,1.333,0.0,1.0,1.0,1.0,1.0,1.5,2.167,1.0
Standing Fairy Pole Support,0.0,12.0,9.5,12.0,18.0,30.0,20.0,18.0,0.0,48.0,2.0,6.4,0.0
Star Decoration Painted Zinc,8.143,2.5,0.0,0.0,0.0,10.0,0.0,15.0,3.5,27.062,31.327,25.731,22.52
Star Decoration Rustic,16.957,2.0,1.0,2.0,2.0,1.0,3.4,3.75,39.0,22.25,19.92,16.273,11.133
Star Portable Table Light,7.913,2.0,3.667,2.333,2.167,1.0,14.2,2.4,3.0,2.0,0.0,0.0,0.0
Star T-Light Holder,5.692,6.333,1.0,0.0,2.0,0.0,0.0,0.0,12.0,12.0,3.333,3.8,0.0
Star T-Light Holder Willie Winkie,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,13.25,14.0,11.294,5.533,5.6
Star Wooden Christmas Decoration,7.385,2.5,1.0,0.0,0.0,0.0,2.5,4.667,10.0,27.379,11.318,9.138,18.625
Star Wreath Decoration With Bell,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,12.133,12.773,12.943,8.934,7.143
Starfish Soap Dish,1.0,2.0,6.0,4.0,1.0,1.0,1.333,0.0,3.5,1.0,3.5,0.0,5.0
Stars Gift Tape,17.444,15.939,6.5,12.0,11.571,5.4,12.0,12.5,6.0,9.9,6.647,7.462,7.0
Steel Sweetheart Round Table Cream,0.0,1.0,1.0,1.0,1.667,2.333,1.75,1.0,2.0,0.0,1.5,0.0,0.0
Stool Home Sweet Home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.702,2.717,1.167,1.333
Storage Tin Home Sweet Home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.444,2.706,7.067
Storage Tin Vintage Doily,0.0,0.0,0.0,0.0,0.0,0.0,8.621,7.981,6.709,8.828,5.347,5.643,2.5
Storage Tin Vintage Leaf,0.0,0.0,0.0,0.0,0.0,0.0,11.071,6.043,5.625,4.167,4.154,2.417,7.364
Strawberries Design Flannel,2.045,8.667,12.0,1.333,1.0,2.833,5.667,3.0,0.0,3.556,5.222,3.333,1.143
Strawberry Bath Sponge,6.841,7.0,5.182,2.667,6.455,5.857,2.917,1.2,7.2,3.857,4.696,4.941,11.667
Strawberry Ceramic Trinket Pot,19.261,11.638,13.829,14.172,12.839,11.262,11.768,9.283,10.759,11.264,14.103,16.17,19.167
Strawberry Charlotte Bag,10.0,11.366,14.5,15.984,12.018,13.082,12.513,10.077,16.985,19.317,9.775,12.822,17.85
Strawberry Dream Childs Umbrella,1.0,3.429,4.75,2.25,2.0,1.5,1.4,1.0,0.0,0.0,0.0,0.0,0.0
Strawberry Fairy Cake Teapot,3.516,3.333,4.421,3.409,3.194,3.929,2.588,3.833,4.0,4.667,4.769,3.733,4.4
Strawberry Honeycomb Garland,53.833,17.353,6.6,15.1,7.286,10.7,5.4,3.0,8.875,11.25,8.0,4.25,0.0
Strawberry Lunch Box With Cutlery,4.55,7.578,6.762,8.673,3.767,9.6,6.375,4.021,7.293,5.957,11.179,4.5,2.688
Strawberry Picnic Bag,1.667,9.273,6.667,7.689,5.34,7.149,7.02,0.0,0.0,0.0,0.0,1.0,2.0
Strawberry Raffia Food Cover,2.125,2.667,18.333,7.556,2.571,8.6,4.235,2.393,3.8,1.909,2.333,1.421,1.857
Strawberry Shopper Bag,5.179,14.898,9.45,7.075,4.692,7.308,6.78,6.265,6.414,2.731,4.032,5.442,1.286
Strawbry Scented Votive Candle,36.0,36.0,28.8,144.0,82.5,32.0,72.0,24.0,24.0,48.0,0.0,0.0,0.0
String Of 8 Butterflies Pink,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
String Of Stars Card Holder,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,6.0,9.25,0.0
Stripes Design Monkey Doll,3.0,1.0,0.0,2.5,1.5,2.0,3.5,1.0,1.0,2.0,0.0,0.0,0.0
Stripes Design Teddy,1.6,4.667,2.0,1.667,2.0,1.0,2.0,1.333,0.0,2.0,1.75,1.6,0.0
Stripey Chocolate Nesting Boxes,1.833,2.5,1.333,4.417,3.444,3.375,2.167,2.0,2.5,4.0,8.385,1.467,1.667
Stripy Design Shower Cap,2.5,2.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suki Shoulder Bag,6.043,9.205,3.64,6.12,4.947,8.5,5.396,6.0,5.156,5.192,5.698,7.378,8.6
Summer Butterflies Bag Charm,2.0,1.692,1.5,1.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Summer Daisies Bag Charm,1.111,2.0,1.0,1.375,1.0,1.0,1.917,1.308,1.143,1.333,1.0,5.4,1.667
Summer Fun Design Shower Cap,3.5,2.0,7.0,8.333,25.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunflower Decorative Parasol,7.5,4.176,1.333,0.0,1.0,0.0,3.333,1.4,1.0,0.0,1.0,3.0,0.0
Sunset Check Hammock,3.333,2.0,3.6,1.333,2.8,3.643,3.25,4.286,3.0,1.0,0.0,1.5,0.0
Sunset Colour Chunky Knitted Throw,1.0,1.75,4.0,1.5,1.0,2.0,1.0,1.25,1.5,1.714,1.0,1.333,1.0
Swallow Square Tissue Box,2.625,4.75,1.5,9.25,1.0,1.0,1.2,13.091,10.227,6.588,22.391,3.682,37.167
Swallow Wooden Christmas Decoration,9.867,1.0,12.0,0.0,0.0,0.0,2.0,22.0,12.25,7.857,8.053,7.87,9.875
Swallows Greeting Card,20.0,10.889,15.75,11.269,20.571,11.952,28.0,15.179,31.083,14.167,0.0,37.852,11.0
Sweet Heart Cake Carrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.583,2.0,1.5
Sweet Pudding Sticker Sheet,4.143,0.0,4.5,2.0,4.0,1.0,5.25,1.286,6.0,2.0,2.0,1.0,1.0
Sweetheart 3 Tier Cake Stand,2.514,2.78,3.429,3.014,2.103,2.164,2.373,1.952,2.125,1.837,1.902,1.87,1.412
Sweetheart Bird House,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.471,1.977,49.923
Sweetheart Carry-All Basket,1.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweetheart Ceramic Trinket Box,11.141,16.689,9.773,8.462,14.03,13.689,9.853,6.8,13.483,10.489,11.98,10.472,10.867
Sweetheart Cream Steel Table Rect,1.0,0.0,1.0,1.0,1.667,1.2,2.0,1.0,1.5,2.0,1.0,1.0,0.0
Sweetheart Key Cabinet,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweetheart Recipe Book Stand,3.429,2.512,2.429,0.0,0.0,4.571,2.875,4.409,3.692,5.459,2.233,2.46,3.042
Sweetheart Wall Tidy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,1.806,8.75
Sweetheart Wire Fruit Bowl,1.0,2.125,2.1,3.286,1.9,2.118,2.667,1.667,3.667,1.571,1.2,1.5,6.0
Sweetheart Wire Magazine Rack,1.765,2.462,1.944,1.81,2.364,1.65,1.737,2.0,1.667,1.5,1.273,1.5,1.333
Sweetheart Wire Wall Tidy,1.375,3.0,2.0,1.895,2.0,2.733,2.0,2.0,1.714,2.429,2.0,1.0,0.0
Sweeties Stickers,9.111,7.0,2.667,9.75,5.25,5.6,6.286,3.4,1.75,2.0,3.0,7.5,0.0
Swirly Circular Rubbers In Bag,1.333,14.5,0.0,4.667,10.0,9.75,12.0,8.6,1.0,2.0,10.125,2.643,20.125
Swiss Chalet Tree Decoration,8.105,1.2,1.0,0.0,0.0,0.0,2.333,0.0,3.833,13.571,15.842,10.233,0.0
Swiss Roll Towel Chocolate Spots,8.913,8.7,24.5,7.8,1.0,6.0,3.5,1.4,0.0,1.0,18.667,8.25,15.462
Swiss Roll Towel Pink Spots,20.895,10.038,24.5,59.0,2.0,2.0,2.0,2.333,0.0,3.5,29.091,8.25,1.0
T-Light Glass Fluted Antique,15.653,26.625,17.154,20.579,0.0,42.667,26.467,37.15,25.8,33.893,15.526,18.081,22.619
T-Light Holder Hanging Lace,13.4,12.2,5.0,3.0,4.571,10.4,8.25,13.75,5.0,2.8,5.0,11.625,18.25
T-Light Holder Hanging Love Bird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483,5.613,3.667
T-Light Holder Silver Heart Handle,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,2.667,4.0,12.0,4.75,6.0
T-Light Holder Silver Petit Four,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,6.5,15.0,8.667,12.0
T-Light Holder Silver Saucer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,1.5,3.0
T-Light Holder Sweetheart Hanging,4.375,5.552,6.417,9.214,7.0,5.667,4.692,5.909,14.667,6.0,4.6,2.0,4.25
T-Light Holder White Lace,5.0,5.8,7.667,5.5,9.667,6.0,4.0,19.4,3.5,1.0,7.25,2.667,23.75
Table Lamp White Shade Wood Base,10.5,0.0,1.0,3.5,3.0,2.0,0.0,3.0,0.0,2.5,3.0,1.667,2.0
Tablecloth Red Apples Design,2.0,2.545,2.105,2.308,2.533,3.25,3.545,2.0,4.8,1.667,1.8,1.571,2.0
Tall Rococo Candle Holder,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.5,3.5,6.5,8.0,4.0
Tea Bag Plate Red Retrospot,14.093,12.857,26.316,8.357,11.938,17.059,13.52,10.929,7.094,7.964,10.724,7.966,3.846
Tea Cosy Blue Stripe,1.474,2.667,1.143,2.167,2.714,1.167,14.75,1.167,1.0,2.0,3.143,2.471,1.273
Tea Cosy Red Stripe,1.421,2.5,1.182,4.0,1.375,0.0,3.5,1.0,3.143,11.273,2.8,2.474,1.625
Tea For One Polkadot,2.615,2.429,2.308,1.64,3.571,3.091,2.273,1.222,1.833,4.2,2.182,2.632,1.556
Tea Party Birthday Card,6.059,11.75,9.742,15.188,9.774,11.923,9.739,10.795,12.889,15.029,23.826,12.231,10.182
Tea Party Wrapping Paper,25.0,35.0,35.0,47.714,25.0,25.0,25.0,25.0,28.571,25.0,25.0,34.375,25.0
Tea Time Breakfast Basket,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tea Time Cake Stand In Gift Box,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tea Time Des Tea Cosy,3.45,4.062,7.545,3.438,2.0,2.444,2.667,2.111,1.0,4.0,3.5,2.2,2.0
Tea Time Kitchen Apron,4.25,6.9,2.588,2.909,5.333,2.429,3.143,2.1,8.333,6.077,6.222,3.0,2.8
Tea Time Oven Glove,8.825,7.394,5.04,9.556,6.267,5.731,4.864,6.444,5.867,4.118,6.323,9.222,4.706
Tea Time Party Bunting,2.826,11.727,5.81,3.983,26.0,6.845,5.415,5.872,5.722,4.043,2.667,1.75,1.0
Tea Time Table Cloth,1.875,8.286,1.571,9.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tea Time Tea Set In Gift Box,2.25,4.143,1.0,3.286,2.846,1.875,2.0,4.0,1.5,0.0,0.0,0.0,0.0
Tea Time Tea Towels,0.0,1300.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tea Time Teapot In Gift Box,1.5,3.0,2.5,4.7,4.5,1.429,7.0,1.0,2.889,2.933,3.267,5.062,1.875
Teal/Fuschia Col Bead Necklace,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
Teatime Funky Flower Backpack For 2,1.286,1.0,1.333,1.083,1.211,1.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Teatime Gel Pens Asst,0.0,0.0,0.0,0.0,36.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teatime Pen Case & Pens,5.0,0.0,4.0,3.0,2.0,2.5,1.0,1.0,15.5,0.0,1.5,1.0,0.0
Teatime Push Down Rubber,2.0,13.5,2.0,0.0,1.0,10.4,131.667,0.0,0.0,0.0,0.0,0.0,0.0
Teatime Round Pencil Sharpener,9.0,1.0,1.0,96.0,25.0,24.0,72.0,16.556,19.4,24.167,14.067,12.6,1.0
The King Gift Bag,0.0,1.0,0.0,0.0,0.0,0.0,2.5,1.5,1.0,5.0,0.0,0.0,0.0
The King Gift Bag 25x24x12cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.5,0.0,2.0,0.0
Three Canvas Luggage Tags,1.0,2.429,1.0,3.333,0.0,8.0,8.5,3.091,1.0,1.0,8.0,5.333,1.0
Three Mini Hanging Frames,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.051,2.0
Tigris Eye Chunky Charm Bracelet,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.5
Tiny Crystal Bracelet Blue,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tiny Crystal Bracelet Green,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Tiny Crystal Bracelet Red,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toadstool Bedside Light,0.0,0.0,0.0,0.0,0.0,1.867,3.15,2.167,2.0,2.15,2.083,2.682,1.125
Toadstool Money Box,4.708,12.273,3.0,5.308,7.25,3.182,2.5,2.615,4.0,5.833,3.625,2.533,3.0
Toast Its - Best Mum,6.214,8.429,11.846,7.56,3.4,7.0,2.0,12.0,0.0,8.5,12.5,8.167,24.0
Toast Its - Dinosaur,1.714,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toast Its - Fairy Flower,3.087,7.571,4.0,6.4,1.0,2.0,1.8,6.5,4.875,3.923,3.571,4.243,6.7
Toast Its - Happy Birthday,5.818,4.0,10.0,7.2,7.6,3.0,3.0,1.0,7.0,2.0,2.471,2.682,1.5
Toast Its - I Love You,8.174,7.379,6.0,3.0,0.0,1.5,3.0,1.0,18.0,1.667,1.8,2.429,1.0
Toilet Metal Sign,5.727,15.344,14.714,12.222,8.6,7.361,5.8,8.467,14.516,7.526,7.08,6.438,11.182
Toilet Sign Occupied Or Vacant,0.0,0.0,0.0,12.339,10.061,7.534,8.19,6.75,10.537,8.5,5.585,6.13,3.786
Tomato Charlie+Lola Coaster Set,19.75,5.636,48.0,9.0,1.5,5.75,12.75,1.667,2.0,5.4,1.0,4.682,1.625
Tool Box Soft Toy,2.059,2.909,2.2,1.833,1.5,2.667,1.4,1.167,1.125,1.0,1.2,1.556,1.0
Toothpaste Tube Pen,3.414,3.4,1.0,2.625,10.4,4.667,4.5,6.889,4.5,2.227,5.471,4.137,18.552
Top Secret Pen Set,0.0,0.0,1.0,3.5,4.0,7.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Tote Bag I Love London,5.0,12.0,12.667,6.5,23.0,13.5,13.091,5.357,4.0,12.857,7.417,6.105,4.25
Toxic Area Door Hanger,1.333,2.25,3.571,5.333,1.0,10.5,3.5,16.545,14.667,10.867,19.526,4.673,5.333
Toy Tidy Dolly Girl Design,3.5,2.385,9.444,8.4,2.583,3.625,4.0,3.6,3.2,3.083,3.917,2.5,13.667
Toy Tidy Pink Polkadot,9.708,6.714,7.325,3.95,10.121,9.61,5.354,3.204,5.238,6.763,16.476,4.474,5.667
Toy Tidy Spaceboy,2.8,4.5,7.174,5.318,7.733,3.875,3.478,3.188,4.238,4.05,3.774,3.5,9.583
Toybox Wrap,25.0,25.0,25.0,0.0,0.0,25.0,25.0,43.143,25.0,25.0,25.0,25.0,0.0
Traditional Christmas Ribbons,7.481,2.833,1.833,2.333,2.0,2.0,37.625,4.786,8.875,8.93,9.839,8.782,6.63
Traditional Knitting Nancy,9.618,8.867,9.389,10.925,11.118,11.216,7.667,12.667,16.182,9.63,8.115,9.774,7.581
Traditional Modelling Clay,15.75,18.6,21.588,12.792,21.056,21.424,11.938,28.909,21.889,24.722,15.204,18.942,63.6
Traditional Naughts & Crosses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.667,11.921,6.389
Traditional Pick Up Sticks Game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.116,10.439,7.865
Traditional Wooden Catch Cup Game,4.885,3.773,8.231,8.273,8.818,16.217,8.739,8.486,7.316,5.476,7.509,7.0,11.105
Traditional Wooden Skipping Rope,4.643,16.188,7.333,28.893,22.7,23.571,19.95,47.2,35.062,17.762,15.407,14.602,18.387
Tradtional Alphabet Stamp Set,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148,4.094,6.816
Tranquility Masala Incense,0.0,50.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0
Transparent Acrylic Tape Dispenser,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,1.0,1.0,3.75,1.167,0.0
Travel Card Wallet Dotcomgiftshop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0
Travel Card Wallet Flower Meadow,0.0,0.0,12.833,13.52,10.625,10.176,12.154,10.455,5.5,10.7,12.375,6.48,1.5
